Census,School Name,Category,Year Level,Students
05 August 2016,Amaroo School,Gov,Year 4,151
17 February 2016,Amaroo School,Gov,Year 4,155
07 August 2015,Amaroo School,Gov,Year 4,123
18 February 2015,Amaroo School,Gov,Year 4,122
01 August 2014,Amaroo School,Gov,Year 4,151
19 February 2014,Amaroo School,Gov,Year 4,155
01 August 2013,Amaroo School,Gov,Year 4,148
01 February 2013,Amaroo School,Gov,Year 4,142
01 August 2012,Amaroo School,Gov,Year 4,131
01 February 2012,Amaroo School,Gov,Year 4,131
01 August 2011,Amaroo School,Gov,Year 4,107
01 February 2011,Amaroo School,Gov,Year 4,103
01 August 2010,Amaroo School,Gov,Year 4,102
01 February 2010,Amaroo School,Gov,Year 4,101
01 August 2009,Amaroo School,Gov,Year 4,122
01 February 2009,Amaroo School,Gov,Year 4,126
10 February 2023,Amaroo School,Gov,Year 5,155
05 August 2022,Amaroo School,Gov,Year 5,151
18 February 2022,Amaroo School,Gov,Year 5,155
06 August 2021,Amaroo School,Gov,Year 5,162
19 February 2021,Amaroo School,Gov,Year 5,155
07 August 2020,Amaroo School,Gov,Year 5,158
19 February 2020,Amaroo School,Gov,Year 5,158
02 August 2019,Amaroo School,Gov,Year 5,139
20 February 2019,Amaroo School,Gov,Year 5,138
03 August 2018,Amaroo School,Gov,Year 5,154
21 February 2018,Amaroo School,Gov,Year 5,152
04 August 2017,Amaroo School,Gov,Year 5,158
15 February 2017,Amaroo School,Gov,Year 5,156
05 August 2016,Amaroo School,Gov,Year 5,125
17 February 2016,Amaroo School,Gov,Year 5,125
07 August 2015,Amaroo School,Gov,Year 5,152
18 February 2015,Amaroo School,Gov,Year 5,150
01 August 2014,Amaroo School,Gov,Year 5,156
19 February 2014,Amaroo School,Gov,Year 5,153
01 August 2013,Amaroo School,Gov,Year 5,141
01 February 2013,Amaroo School,Gov,Year 5,139
01 August 2012,Amaroo School,Gov,Year 5,132
01 February 2012,Amaroo School,Gov,Year 5,123
01 August 2011,Amaroo School,Gov,Year 5,109
01 February 2011,Amaroo School,Gov,Year 5,105
01 August 2010,Amaroo School,Gov,Year 5,115
01 February 2010,Amaroo School,Gov,Year 5,119
01 August 2009,Amaroo School,Gov,Year 5,95
01 February 2009,Amaroo School,Gov,Year 5,94
10 February 2023,Amaroo School,Gov,Year 6,145
05 August 2022,Amaroo School,Gov,year 6,160
18 February 2022,Amaroo School,Gov,year 6,161
06 August 2021,Amaroo School,Gov,Year 6,157
19 February 2021,Amaroo School,Gov,year 6,156
07 August 2020,Amaroo School,Gov,year 6,148
19 February 2020,Amaroo School,Gov,year 6,150
02 August 2019,Amaroo School,Gov,Year 6,158
20 February 2019,Amaroo School,Gov,Year 6,159
03 August 2018,Amaroo School,Gov,Year 6,165
21 February 2018,Amaroo School,Gov,Year 6,168
04 August 2017,Amaroo School,Gov,Year 6,129
15 February 2017,Amaroo School,Gov,Year 6,127
05 August 2016,Amaroo School,Gov,Year 6,149
17 February 2016,Amaroo School,Gov,Year 6,147
07 August 2015,Amaroo School,Gov,Year 6,168
18 February 2015,Amaroo School,Gov,Year 6,167
01 August 2014,Amaroo School,Gov,Year 6,153
19 February 2014,Amaroo School,Gov,Year 6,154
01 August 2013,Amaroo School,Gov,Year 6,147
01 February 2013,Amaroo School,Gov,Year 6,146
01 August 2012,Amaroo School,Gov,Year 6,120
01 February 2012,Amaroo School,Gov,Year 6,123
01 August 2011,Amaroo School,Gov,Year 6,122
01 February 2011,Amaroo School,Gov,Year 6,116
01 August 2010,Amaroo School,Gov,Year 6,100
01 February 2010,Amaroo School,Gov,Year 6,99
01 August 2009,Amaroo School,Gov,Year 6,107
01 February 2009,Amaroo School,Gov,Year 6,106
10 February 2023,Amaroo School,Gov,Year 7,267
05 August 2022,Amaroo School,Gov,Year 7,241
18 February 2022,Amaroo School,Gov,Year 7,244
06 August 2021,Amaroo School,Gov,Year 7,245
19 February 2021,Amaroo School,Gov,Year 7,239
07 August 2020,Amaroo School,Gov,Year 7,215
19 February 2020,Amaroo School,Gov,Year 7,217
02 August 2019,Amaroo School,Gov,Year 7,222
20 February 2019,Amaroo School,Gov,Year 7,221
03 August 2018,Amaroo School,Gov,Year 7,177
21 February 2018,Amaroo School,Gov,Year 7,178
04 August 2017,Amaroo School,Gov,Year 7,192
15 February 2017,Amaroo School,Gov,Year 7,192
05 August 2016,Amaroo School,Gov,Year 7,184
17 February 2016,Amaroo School,Gov,Year 7,183
07 August 2015,Amaroo School,Gov,Year 7,162
18 February 2015,Amaroo School,Gov,Year 7,160
01 August 2014,Amaroo School,Gov,Year 7,145
19 February 2014,Amaroo School,Gov,Year 7,146
01 August 2013,Amaroo School,Gov,Year 7,129
01 February 2013,Amaroo School,Gov,Year 7,125
01 August 2012,Amaroo School,Gov,Year 7,134
01 February 2012,Amaroo School,Gov,Year 7,133
01 August 2011,Amaroo School,Gov,Year 7,105
01 February 2011,Amaroo School,Gov,Year 7,105
01 August 2010,Amaroo School,Gov,Year 7,135
01 February 2010,Amaroo School,Gov,Year 7,129
01 August 2009,Amaroo School,Gov,Year 7,138
01 February 2009,Amaroo School,Gov,Year 7,138
10 February 2023,Amaroo School,Gov,Year 8,240
05 August 2022,Amaroo School,Gov,Year 8,240
18 February 2022,Amaroo School,Gov,Year 8,248
06 August 2021,Amaroo School,Gov,Year 8,209
19 February 2021,Amaroo School,Gov,Year 8,212
07 August 2020,Amaroo School,Gov,Year 8,228
19 February 2020,Amaroo School,Gov,Year 8,223
02 August 2019,Amaroo School,Gov,Year 8,187
20 February 2019,Amaroo School,Gov,Year 8,184
03 August 2018,Amaroo School,Gov,Year 8,197
21 February 2018,Amaroo School,Gov,Year 8,195
04 August 2017,Amaroo School,Gov,Year 8,189
15 February 2017,Amaroo School,Gov,Year 8,184
05 August 2016,Amaroo School,Gov,Year 8,163
17 February 2016,Amaroo School,Gov,Year 8,160
07 August 2015,Amaroo School,Gov,Year 8,152
18 February 2015,Amaroo School,Gov,Year 8,152
01 August 2014,Amaroo School,Gov,Year 8,145
19 February 2014,Amaroo School,Gov,Year 8,142
01 August 2013,Amaroo School,Gov,Year 8,147
01 February 2013,Amaroo School,Gov,Year 8,145
01 August 2012,Amaroo School,Gov,Year 8,107
01 February 2012,Amaroo School,Gov,Year 8,109
01 August 2011,Amaroo School,Gov,Year 8,137
01 February 2011,Amaroo School,Gov,Year 8,138
01 August 2010,Amaroo School,Gov,Year 8,120
01 February 2010,Amaroo School,Gov,Year 8,119
01 August 2009,Amaroo School,Gov,Year 8,125
01 February 2009,Amaroo School,Gov,Year 8,120
10 February 2023,Amaroo School,Gov,Year 9,222
05 August 2022,Amaroo School,Gov,year 9,197
18 February 2022,Amaroo School,Gov,year 9,199
06 August 2021,Amaroo School,Gov,Year 9,235
19 February 2021,Amaroo School,Gov,year 9,233
07 August 2020,Amaroo School,Gov,year 9,185
19 February 2020,Amaroo School,Gov,year 9,178
02 August 2019,Amaroo School,Gov,Year 9,197
20 February 2019,Amaroo School,Gov,Year 9,199
03 August 2018,Amaroo School,Gov,Year 9,202
21 February 2018,Amaroo School,Gov,Year 9,194
04 August 2017,Amaroo School,Gov,Year 9,173
15 February 2017,Amaroo School,Gov,Year 9,168
05 August 2016,Amaroo School,Gov,Year 9,152
17 February 2016,Amaroo School,Gov,Year 9,149
07 August 2015,Amaroo School,Gov,Year 9,150
18 February 2015,Amaroo School,Gov,Year 9,151
01 August 2014,Amaroo School,Gov,Year 9,150
19 February 2014,Amaroo School,Gov,Year 9,141
01 August 2013,Amaroo School,Gov,Year 9,119
01 February 2013,Amaroo School,Gov,Year 9,119
01 August 2012,Amaroo School,Gov,Year 9,146
01 February 2012,Amaroo School,Gov,Year 9,136
01 August 2011,Amaroo School,Gov,Year 9,116
01 February 2011,Amaroo School,Gov,Year 9,118
01 August 2010,Amaroo School,Gov,Year 9,116
01 February 2010,Amaroo School,Gov,Year 9,119
01 August 2009,Amaroo School,Gov,Year 9,101
01 February 2009,Amaroo School,Gov,Year 9,100
10 February 2023,Aranda Primary School,Gov,Kindergarten,66
05 August 2022,Aranda Primary School,Gov,Kindergarten,82
18 February 2022,Aranda Primary School,Gov,Kindergarten,75
06 August 2021,Aranda Primary School,Gov,Kindergarten,56
19 February 2021,Aranda Primary School,Gov,Kindergarten,54
07 August 2020,Aranda Primary School,Gov,Kindergarten,76
19 February 2020,Aranda Primary School,Gov,Kindergarten,76
02 August 2019,Aranda Primary School,Gov,Kindergarten,68
20 February 2019,Aranda Primary School,Gov,Kindergarten,69
03 August 2018,Aranda Primary School,Gov,Kindergarten,67
21 February 2018,Aranda Primary School,Gov,Kindergarten,66
04 August 2017,Aranda Primary School,Gov,Kindergarten,82
15 February 2017,Aranda Primary School,Gov,Kindergarten,84
05 August 2016,Aranda Primary School,Gov,Kindergarten,86
17 February 2016,Aranda Primary School,Gov,Kindergarten,84
07 August 2015,Aranda Primary School,Gov,Kindergarten,84
18 February 2015,Aranda Primary School,Gov,Kindergarten,79
01 August 2014,Aranda Primary School,Gov,Kindergarten,79
19 February 2014,Aranda Primary School,Gov,Kindergarten,81
01 August 2013,Aranda Primary School,Gov,Kindergarten,68
01 February 2013,Aranda Primary School,Gov,Kindergarten,63
01 August 2012,Aranda Primary School,Gov,Kindergarten,79
01 February 2012,Aranda Primary School,Gov,Kindergarten,73
01 August 2011,Aranda Primary School,Gov,Kindergarten,75
01 February 2011,Aranda Primary School,Gov,Kindergarten,70
01 August 2010,Aranda Primary School,Gov,Kindergarten,69
01 February 2010,Aranda Primary School,Gov,Kindergarten,69
01 August 2009,Aranda Primary School,Gov,Kindergarten,68
01 February 2009,Aranda Primary School,Gov,Kindergarten,63
10 February 2023,Aranda Primary School,Gov,Preschool,55
05 August 2022,Aranda Primary School,Gov,Preschool,66
18 February 2022,Aranda Primary School,Gov,Preschool,65
06 August 2021,Aranda Primary School,Gov,Preschool,65
19 February 2021,Aranda Primary School,Gov,Preschool,66
07 August 2020,Aranda Primary School,Gov,Preschool,60
19 February 2020,Aranda Primary School,Gov,Preschool,61
02 August 2019,Aranda Primary School,Gov,Preschool,66
20 February 2019,Aranda Primary School,Gov,Preschool,66
03 August 2018,Aranda Primary School,Gov,Preschool,66
21 February 2018,Aranda Primary School,Gov,Preschool,65
04 August 2017,Aranda Primary School,Gov,Preschool,65
15 February 2017,Aranda Primary School,Gov,Preschool,65
05 August 2016,Aranda Primary School,Gov,Preschool,86
17 February 2016,Aranda Primary School,Gov,Preschool,86
07 August 2015,Aranda Primary School,Gov,Preschool,74
18 February 2015,Aranda Primary School,Gov,Preschool,74
01 August 2014,Aranda Primary School,Gov,Preschool,82
19 February 2014,Aranda Primary School,Gov,Preschool,81
01 August 2013,Aranda Primary School,Gov,Preschool,84
01 February 2013,Aranda Primary School,Gov,Preschool,80
01 August 2012,Aranda Primary School,Gov,Preschool,73
01 February 2012,Aranda Primary School,Gov,Preschool,72
01 August 2011,Aranda Primary School,Gov,Preschool,88
01 February 2011,Aranda Primary School,Gov,Preschool,88
01 August 2010,Aranda Primary School,Gov,Preschool,74
01 February 2010,Aranda Primary School,Gov,Preschool,69
01 August 2009,Aranda Primary School,Gov,Preschool,74
01 February 2009,Aranda Primary School,Gov,Preschool,75
10 February 2023,Aranda Primary School,Gov,Year 1,82
05 August 2022,Aranda Primary School,Gov,Year 1,59
18 February 2022,Aranda Primary School,Gov,Year 1,58
06 August 2021,Aranda Primary School,Gov,Year 1,80
19 February 2021,Aranda Primary School,Gov,Year 1,82
07 August 2020,Aranda Primary School,Gov,Year 1,76
19 February 2020,Aranda Primary School,Gov,Year 1,75
02 August 2019,Aranda Primary School,Gov,Year 1,67
20 February 2019,Aranda Primary School,Gov,Year 1,69
03 August 2018,Aranda Primary School,Gov,Year 1,84
21 February 2018,Aranda Primary School,Gov,Year 1,81
04 August 2017,Aranda Primary School,Gov,Year 1,85
15 February 2017,Aranda Primary School,Gov,Year 1,84
05 August 2016,Aranda Primary School,Gov,Year 1,89
17 February 2016,Aranda Primary School,Gov,Year 1,85
07 August 2015,Aranda Primary School,Gov,Year 1,84
18 February 2015,Aranda Primary School,Gov,Year 1,83
01 August 2014,Aranda Primary School,Gov,Year 1,66
19 February 2014,Aranda Primary School,Gov,Year 1,66
01 August 2013,Aranda Primary School,Gov,Year 1,83
01 February 2013,Aranda Primary School,Gov,Year 1,82
01 August 2012,Aranda Primary School,Gov,Year 1,75
01 February 2012,Aranda Primary School,Gov,Year 1,74
01 August 2011,Aranda Primary School,Gov,Year 1,68
01 February 2011,Aranda Primary School,Gov,Year 1,69
01 August 2010,Aranda Primary School,Gov,Year 1,65
01 February 2010,Aranda Primary School,Gov,Year 1,65
01 August 2009,Aranda Primary School,Gov,Year 1,62
01 February 2009,Aranda Primary School,Gov,Year 1,58
10 February 2023,Aranda Primary School,Gov,Year 2,59
05 August 2022,Aranda Primary School,Gov,Year 2,86
18 February 2022,Aranda Primary School,Gov,Year 2,85
06 August 2021,Aranda Primary School,Gov,Year 2,74
19 February 2021,Aranda Primary School,Gov,Year 2,74
07 August 2020,Aranda Primary School,Gov,Year 2,75
19 February 2020,Aranda Primary School,Gov,Year 2,74
02 August 2019,Aranda Primary School,Gov,Year 2,83
20 February 2019,Aranda Primary School,Gov,Year 2,81
03 August 2018,Aranda Primary School,Gov,Year 2,88
21 February 2018,Aranda Primary School,Gov,Year 2,86
04 August 2017,Aranda Primary School,Gov,Year 2,93
15 February 2017,Aranda Primary School,Gov,Year 2,91
05 August 2016,Aranda Primary School,Gov,Year 2,89
17 February 2016,Aranda Primary School,Gov,Year 2,86
07 August 2015,Aranda Primary School,Gov,Year 2,68
18 February 2015,Aranda Primary School,Gov,Year 2,67
01 August 2014,Aranda Primary School,Gov,Year 2,80
19 February 2014,Aranda Primary School,Gov,Year 2,82
01 August 2013,Aranda Primary School,Gov,Year 2,69
01 February 2013,Aranda Primary School,Gov,Year 2,70
01 August 2012,Aranda Primary School,Gov,Year 2,74
01 February 2012,Aranda Primary School,Gov,Year 2,73
01 August 2011,Aranda Primary School,Gov,Year 2,70
01 February 2011,Aranda Primary School,Gov,Year 2,68
01 August 2010,Aranda Primary School,Gov,Year 2,64
01 February 2010,Aranda Primary School,Gov,Year 2,64
01 August 2009,Aranda Primary School,Gov,Year 2,59
01 February 2009,Aranda Primary School,Gov,Year 2,59
10 February 2023,Aranda Primary School,Gov,Year 3,87
05 August 2022,Aranda Primary School,Gov,Year 3,72
18 February 2022,Aranda Primary School,Gov,Year 3,74
06 August 2021,Aranda Primary School,Gov,Year 3,79
19 February 2021,Aranda Primary School,Gov,Year 3,79
07 August 2020,Aranda Primary School,Gov,Year 3,87
19 February 2020,Aranda Primary School,Gov,Year 3,85
02 August 2019,Aranda Primary School,Gov,Year 3,84
20 February 2019,Aranda Primary School,Gov,Year 3,84
03 August 2018,Aranda Primary School,Gov,Year 3,88
21 February 2018,Aranda Primary School,Gov,Year 3,88
04 August 2017,Aranda Primary School,Gov,Year 3,85
15 February 2017,Aranda Primary School,Gov,Year 3,86
05 August 2016,Aranda Primary School,Gov,Year 3,69
17 February 2016,Aranda Primary School,Gov,Year 3,70
07 August 2015,Aranda Primary School,Gov,Year 3,75
18 February 2015,Aranda Primary School,Gov,Year 3,73
01 August 2014,Aranda Primary School,Gov,Year 3,56
19 February 2014,Aranda Primary School,Gov,Year 3,53
01 August 2013,Aranda Primary School,Gov,Year 3,66
01 February 2013,Aranda Primary School,Gov,Year 3,66
01 August 2012,Aranda Primary School,Gov,Year 3,67
01 February 2012,Aranda Primary School,Gov,Year 3,65
01 August 2011,Aranda Primary School,Gov,Year 3,57
01 February 2011,Aranda Primary School,Gov,Year 3,57
01 August 2010,Aranda Primary School,Gov,Year 3,60
01 February 2010,Aranda Primary School,Gov,Year 3,61
01 August 2009,Aranda Primary School,Gov,Year 3,61
01 February 2009,Aranda Primary School,Gov,Year 3,54
10 February 2023,Aranda Primary School,Gov,Year 4,78
05 August 2022,Aranda Primary School,Gov,Year 4,80
18 February 2022,Aranda Primary School,Gov,Year 4,80
06 August 2021,Aranda Primary School,Gov,Year 4,86
19 February 2021,Aranda Primary School,Gov,Year 4,87
07 August 2020,Aranda Primary School,Gov,Year 4,87
19 February 2020,Aranda Primary School,Gov,Year 4,87
02 August 2019,Aranda Primary School,Gov,Year 4,90
20 February 2019,Aranda Primary School,Gov,Year 4,89
03 August 2018,Aranda Primary School,Gov,Year 4,86
21 February 2018,Aranda Primary School,Gov,Year 4,86
04 August 2017,Aranda Primary School,Gov,Year 4,70
15 February 2017,Aranda Primary School,Gov,Year 4,71
05 August 2016,Aranda Primary School,Gov,Year 4,83
17 February 2016,Aranda Primary School,Gov,Year 4,77
07 August 2015,Aranda Primary School,Gov,Year 4,53
18 February 2015,Aranda Primary School,Gov,Year 4,54
01 August 2014,Aranda Primary School,Gov,Year 4,64
19 February 2014,Aranda Primary School,Gov,Year 4,65
01 August 2013,Aranda Primary School,Gov,Year 4,67
01 February 2013,Aranda Primary School,Gov,Year 4,67
01 August 2012,Aranda Primary School,Gov,Year 4,58
01 February 2012,Aranda Primary School,Gov,Year 4,57
01 August 2011,Aranda Primary School,Gov,Year 4,50
01 February 2011,Aranda Primary School,Gov,Year 4,50
01 August 2010,Aranda Primary School,Gov,Year 4,64
01 February 2010,Aranda Primary School,Gov,Year 4,61
01 August 2009,Aranda Primary School,Gov,Year 4,57
01 February 2009,Aranda Primary School,Gov,Year 4,59
10 February 2023,Aranda Primary School,Gov,Year 5,76
05 August 2022,Aranda Primary School,Gov,Year 5,83
18 February 2022,Aranda Primary School,Gov,Year 5,87
06 August 2021,Aranda Primary School,Gov,Year 5,89
19 February 2021,Aranda Primary School,Gov,Year 5,88
07 August 2020,Aranda Primary School,Gov,Year 5,88
19 February 2020,Aranda Primary School,Gov,Year 5,88
02 August 2019,Aranda Primary School,Gov,Year 5,83
20 February 2019,Aranda Primary School,Gov,Year 5,84
03 August 2018,Aranda Primary School,Gov,Year 5,70
21 February 2018,Aranda Primary School,Gov,Year 5,68
04 August 2017,Aranda Primary School,Gov,Year 5,80
15 February 2017,Aranda Primary School,Gov,Year 5,79
05 August 2016,Aranda Primary School,Gov,Year 5,57
17 February 2016,Aranda Primary School,Gov,Year 5,57
07 August 2015,Aranda Primary School,Gov,Year 5,66
18 February 2015,Aranda Primary School,Gov,Year 5,63
01 August 2014,Aranda Primary School,Gov,Year 5,68
19 February 2014,Aranda Primary School,Gov,Year 5,67
01 August 2013,Aranda Primary School,Gov,Year 5,51
01 February 2013,Aranda Primary School,Gov,Year 5,54
01 August 2012,Aranda Primary School,Gov,Year 5,55
01 February 2012,Aranda Primary School,Gov,Year 5,55
01 August 2011,Aranda Primary School,Gov,Year 5,58
01 February 2011,Aranda Primary School,Gov,Year 5,57
01 August 2010,Aranda Primary School,Gov,Year 5,44
01 February 2010,Aranda Primary School,Gov,Year 5,44
01 August 2009,Aranda Primary School,Gov,Year 5,39
01 February 2009,Aranda Primary School,Gov,Year 5,41
10 February 2023,Aranda Primary School,Gov,Year 6,82
05 August 2022,Aranda Primary School,Gov,year 6,87
18 February 2022,Aranda Primary School,Gov,year 6,88
06 August 2021,Aranda Primary School,Gov,Year 6,86
19 February 2021,Aranda Primary School,Gov,year 6,87
07 August 2020,Aranda Primary School,Gov,year 6,83
19 February 2020,Aranda Primary School,Gov,year 6,82
02 August 2019,Aranda Primary School,Gov,Year 6,67
20 February 2019,Aranda Primary School,Gov,Year 6,67
03 August 2018,Aranda Primary School,Gov,Year 6,83
21 February 2018,Aranda Primary School,Gov,Year 6,83
04 August 2017,Aranda Primary School,Gov,Year 6,61
15 February 2017,Aranda Primary School,Gov,Year 6,60
05 August 2016,Aranda Primary School,Gov,Year 6,67
17 February 2016,Aranda Primary School,Gov,Year 6,63
07 August 2015,Aranda Primary School,Gov,Year 6,69
